date,hour,time_period,location,latitude,longitude,weather_condition,temperature_c,humidity_pct,wind_speed_kmh,visibility_km,rainfall_mm,congestion_pct,speed_kmh,is_weekend,road_type,is_junction,is_school_zone,flood_risk,risk_score,accident
2022-02-17,21,Night,T Nagar,13.04379,80.23518,Clear,27.4,46.7,14.0,13.2,0.0,56,35.7,0,Highway,0,1,0,39.4,0
2024-04-21,9,Morning Peak,Pallavaram,12.95587,80.15145,Clear,33.1,73.6,14.9,8.2,0.0,77,15.6,1,Arterial,1,0,0,73.3,0
2023-11-09,23,Early Morning,Velachery,12.9986,80.21227,Clear,29.1,53.8,19.6,12.7,0.0,22,59.0,0,Urban,0,1,0,26.6,0
2024-10-23,9,Morning Peak,Koyambedu,13.06726,80.20159,Light Rain,25.5,76.5,6.0,3.8,9.1,100,5.0,0,Flyover,0,0,1,86.1,1
2023-12-04,8,Morning Peak,Velachery,13.00653,80.22126,Clear,31.3,61.3,17.6,12.6,0.0,86,5.0,0,Arterial,1,0,0,63.5,0
2023-05-24,4,Early Morning,Tambaram,12.93016,80.13543,Clear,34.2,49.8,14.1,10.6,0.0,19,61.4,0,Flyover,1,0,0,30.0,0
2022-02-10,0,Early Morning,ECR,12.89168,80.25076,Light Rain,28.1,66.9,16.2,5.7,1.3,3,87.9,0,Coastal,1,0,0,28.7,0
2022-10-05,20,Evening Peak,OMR IT Corridor,12.92686,80.22438,Fog,31.4,84.5,2.7,0.6,0.0,100,6.1,0,Industrial,0,0,0,75.7,0
2023-04-18,5,Night,OMR IT Corridor,12.92778,80.22189,Clear,27.6,52.2,9.3,14.5,0.0,42,43.8,0,Industrial,1,0,0,48.4,0
2023-05-19,23,Early Morning,Kathipara,13.00854,80.20543,Clear,27.8,56.8,12.5,13.3,0.0,36,54.8,0,Arterial,0,0,0,28.4,0
2022-09-20,4,Early Morning,Velachery,13.00546,80.21689,Clear,24.7,70.6,18.0,9.8,0.0,39,49.3,0,Coastal,0,0,0,37.3,0
2023-01-28,17,Evening Peak,Tambaram,12.92412,80.12917,Fog,26.7,68.5,11.7,0.8,0.0,100,5.0,1,Coastal,0,0,0,74.7,0
2022-01-13,18,Evening Peak,GST Road,12.96831,80.19984,Light Rain,28.9,67.3,17.5,3.6,1.9,100,5.0,0,Coastal,1,0,0,81.6,1
2022-07-23,4,Early Morning,GST Road,12.97207,80.2015,Thunderstorm,33.2,73.1,31.3,1.3,39.6,65,29.6,1,Arterial,1,0,1,99.0,1
2024-03-20,19,Evening Peak,OMR IT Corridor,12.92476,80.22468,Clear,27.6,51.7,3.4,9.2,0.0,92,5.0,0,Highway,1,1,0,74.8,1
2024-10-16,14,Afternoon,Poonamallee,13.03652,80.1537,Clear,27.3,56.2,18.6,10.6,0.0,18,64.0,0,Urban,1,0,0,44.7,0
2024-04-02,21,Night,Kathipara,13.00707,80.21445,Clear,30.7,51.6,16.9,6.5,0.0,72,26.7,0,Industrial,0,0,0,59.2,0
2022-10-07,1,Early Morning,Adyar,13.00116,80.25385,Fog,26.4,88.5,7.3,0.5,0.0,25,58.2,0,Industrial,1,1,0,48.3,0
2024-11-15,0,Early Morning,OMR IT Corridor,12.92333,80.22384,Fog,32.3,60.6,3.4,0.3,0.0,33,51.8,0,Coastal,0,0,0,33.6,0
2022-11-03,23,Early Morning,Ambattur,13.11465,80.15433,Fog,30.0,87.8,12.1,0.4,0.0,28,59.5,0,Arterial,0,0,0,38.6,0
2024-11-06,16,Night,T Nagar,13.04474,80.23726,Clear,26.5,69.1,6.5,12.8,0.0,60,40.3,0,Coastal,1,0,0,55.2,0
2022-12-25,22,Night,Koyambedu,13.06467,80.19265,Clear,24.7,45.3,18.4,11.0,0.0,45,39.4,1,Flyover,1,0,0,38.0,0
2022-08-13,12,Afternoon,Ambattur,13.11546,80.15497,Light Rain,28.1,65.3,17.3,4.7,3.6,74,30.1,1,Flyover,0,0,0,57.1,0
2023-01-27,11,Afternoon,Tambaram,12.92571,80.12335,Heavy Rain,28.5,69.2,31.9,0.7,36.9,95,5.0,0,Arterial,0,0,1,99.0,0
2022-03-20,18,Evening Peak,Tambaram,12.91906,80.1296,Clear,29.4,50.2,6.8,12.2,0.0,86,26.4,1,Coastal,0,0,0,65.1,0
2023-09-27,1,Early Morning,Velachery,13.01344,80.21452,Heavy Rain,29.7,88.3,7.4,0.7,22.6,22,63.8,0,Urban,0,0,1,65.9,1
2024-12-28,12,Afternoon,ECR,12.91154,80.25584,Clear,27.1,62.7,13.4,10.5,0.0,15,75.4,1,Arterial,0,0,0,20.0,0
2022-04-09,15,Night,Kathipara,13.01064,80.21571,Clear,34.6,73.2,17.4,12.7,0.0,58,38.7,1,Flyover,1,0,0,61.2,0
2023-03-24,4,Early Morning,Porur,13.0312,80.16699,Clear,24.9,73.0,14.8,12.1,0.0,20,55.8,0,Urban,0,0,0,19.6,0
2023-03-27,16,Night,Poonamallee,13.04062,80.15428,Clear,21.2,61.3,14.8,13.1,0.0,32,55.6,0,Flyover,1,0,0,40.1,0
2023-03-17,4,Early Morning,Velachery,13.01213,80.20757,Clear,26.9,59.1,9.8,10.0,0.0,29,53.9,0,Urban,0,1,0,29.3,0
2024-11-28,1,Early Morning,OMR IT Corridor,12.92761,80.23503,Clear,29.2,50.6,15.9,8.5,0.0,28,60.5,0,Arterial,0,0,0,35.8,0
2023-11-30,12,Afternoon,Velachery,12.99935,80.22632,Heavy Rain,26.9,85.0,32.8,1.0,22.5,77,14.9,0,Highway,0,0,1,99.0,1
2023-03-23,0,Early Morning,OMR IT Corridor,12.92046,80.22579,Fog,26.3,94.0,2.9,0.6,0.0,35,51.5,0,Coastal,1,0,0,42.4,0
2024-03-29,8,Morning Peak,Pallavaram,12.972,80.15114,Clear,31.5,51.5,14.4,13.7,0.0,69,20.2,0,Flyover,0,0,0,50.3,0
2024-03-12,5,Night,Tambaram,12.92464,80.12753,Clear,33.1,65.3,9.3,14.3,0.0,37,51.9,0,Highway,0,1,0,32.3,0
2022-03-07,2,Early Morning,Pallavaram,12.97408,80.14391,Light Rain,27.3,77.7,6.5,2.8,8.8,19,74.5,0,Industrial,0,0,0,37.3,0
2023-02-24,4,Early Morning,Porur,13.03706,80.16203,Clear,31.2,54.5,15.3,9.1,0.0,38,43.8,0,Urban,1,1,0,54.5,0
2024-10-09,1,Early Morning,Porur,13.03558,80.15852,Drizzle,28.8,64.5,19.4,7.4,1.7,26,66.7,0,Coastal,0,0,0,36.3,0
2023-07-24,4,Early Morning,Tambaram,12.92218,80.12187,Clear,26.6,52.3,17.2,7.5,0.0,24,54.1,0,Flyover,1,0,0,48.0,0
2024-10-22,7,Night,Pallavaram,12.96411,80.14939,Thunderstorm,27.2,67.8,31.8,0.4,37.8,74,24.8,0,Urban,0,0,1,99.0,1
2022-05-25,21,Night,GST Road,12.96762,80.20233,Clear,32.9,58.3,7.6,11.9,0.0,46,45.7,0,Coastal,0,0,0,32.7,0
2022-04-13,6,Night,OMR IT Corridor,12.93394,80.2221,Clear,31.9,69.5,2.2,9.3,0.0,43,47.6,0,Highway,1,0,0,49.1,0
2022-06-20,5,Night,Manali,13.16694,80.26376,Clear,25.4,62.0,11.8,13.6,0.0,42,50.0,0,Coastal,1,1,0,41.3,0
2024-08-17,15,Night,GST Road,12.97002,80.20526,Light Rain,24.9,86.9,16.2,3.1,3.9,55,44.9,1,Urban,0,0,0,57.5,0
2022-07-16,19,Evening Peak,Pallavaram,12.97341,80.15224,Light Rain,33.9,87.6,9.6,3.4,3.1,92,11.1,1,Flyover,1,0,0,72.5,0
2023-04-14,3,Early Morning,Adyar,13.00376,80.25614,Clear,34.5,54.1,11.4,10.8,0.0,12,73.6,0,Urban,0,0,0,28.8,0
2023-01-19,0,Early Morning,GST Road,12.96306,80.19782,Clear,31.6,45.7,17.7,12.6,0.0,28,59.2,0,Industrial,0,0,0,33.7,0
2023-07-27,5,Night,Manali,13.16521,80.262,Clear,30.5,74.4,14.9,8.1,0.0,34,49.8,0,Flyover,1,0,0,45.8,0
2023-04-26,23,Early Morning,Tambaram,12.91658,80.12623,Clear,25.1,48.4,14.0,12.3,0.0,24,57.8,0,Industrial,0,0,0,38.4,0
2022-09-07,3,Early Morning,Poonamallee,13.05231,80.1543,Clear,25.4,55.3,12.3,8.8,0.0,14,71.4,0,Urban,0,0,0,19.5,0
2024-08-15,21,Night,Kathipara,13.01731,80.21514,Light Rain,33.0,88.6,17.0,4.8,3.7,61,35.4,0,Industrial,1,0,0,66.3,0
2024-04-24,2,Early Morning,Ambattur,13.11153,80.15971,Clear,33.2,74.2,3.5,14.7,0.0,7,83.0,0,Industrial,0,1,0,19.7,0
2023-06-21,9,Morning Peak,T Nagar,13.04347,80.23827,Light Rain,30.0,82.0,10.0,3.7,5.4,100,5.0,0,Arterial,0,0,0,80.5,1
2024-06-18,2,Early Morning,ECR,12.8974,80.25676,Clear,30.5,74.1,4.9,9.2,0.0,12,77.6,0,Industrial,1,0,0,25.2,0
2023-03-26,13,Afternoon,OMR IT Corridor,12.92943,80.21648,Clear,26.0,54.2,15.1,7.7,0.0,55,39.1,1,Industrial,1,0,0,61.1,0
2023-11-10,2,Early Morning,Koyambedu,13.07797,80.19711,Heavy Rain,30.3,94.1,5.5,1.7,16.0,44,47.6,0,Highway,0,0,1,70.2,1
2024-03-23,12,Afternoon,ECR,12.90893,80.24923,Clear,28.5,54.5,11.8,8.7,0.0,12,65.0,1,Flyover,1,0,0,32.9,0
2022-05-26,7,Night,OMR IT Corridor,12.93113,80.22937,Clear,31.6,69.3,18.3,14.0,0.0,42,45.3,0,Flyover,0,0,0,18.5,0
2022-02-17,22,Night,Pallavaram,12.96862,80.15004,Clear,27.8,58.0,19.5,11.4,0.0,36,58.7,0,Industrial,1,1,0,45.2,0
2024-02-13,1,Early Morning,Tambaram,12.92082,80.12297,Clear,28.2,57.4,18.7,13.1,0.0,16,65.0,0,Highway,0,0,0,24.7,0
2024-02-19,21,Night,Kathipara,12.99895,80.20982,Clear,31.3,51.5,6.6,7.1,0.0,70,18.8,0,Coastal,0,0,0,55.2,0
2022-12-06,12,Afternoon,T Nagar,13.03684,80.22056,Fog,30.1,88.9,8.4,0.3,0.0,98,5.0,0,Highway,0,0,0,73.9,0
2022-10-04,4,Early Morning,OMR IT Corridor,12.9303,80.21589,Drizzle,25.3,68.1,12.4,4.4,0.5,37,54.0,0,Industrial,1,0,0,48.5,0
2023-07-25,11,Afternoon,OMR IT Corridor,12.92955,80.21637,Fog,31.8,93.4,3.1,0.4,0.0,64,29.3,0,Flyover,1,0,0,61.8,0
2023-04-02,20,Evening Peak,Pallavaram,12.96637,80.15196,Fog,31.7,79.2,19.1,0.9,0.0,100,5.0,1,Flyover,1,0,0,87.2,0
2022-07-21,20,Evening Peak,Pallavaram,12.95711,80.15343,Heavy Rain,27.9,86.3,7.2,1.5,33.5,100,5.0,0,Urban,0,0,1,99.0,1
2022-03-25,3,Early Morning,ECR,12.89728,80.2573,Clear,33.4,48.6,11.6,12.7,0.0,11,72.3,0,Arterial,0,0,0,8.7,0
2024-04-21,19,Evening Peak,Anna Salai,13.06567,80.25618,Clear,33.6,65.6,12.2,6.5,0.0,100,5.0,1,Industrial,1,0,0,86.0,1
2024-01-24,2,Early Morning,OMR IT Corridor,12.92203,80.22055,Clear,29.3,47.2,4.0,13.5,0.0,24,58.2,0,Flyover,0,0,0,25.2,0
2024-05-24,10,Morning Peak,Poonamallee,13.04875,80.14998,Heavy Rain,34.8,84.0,10.5,1.6,26.4,63,34.1,0,Arterial,1,0,1,92.4,1
2024-12-23,15,Night,Adyar,12.99838,80.25239,Clear,27.2,50.5,8.9,14.0,0.0,44,42.5,0,Urban,1,0,0,36.9,0
2024-04-24,23,Early Morning,GST Road,12.97795,80.194,Light Rain,31.0,80.7,15.7,3.9,4.4,34,56.5,0,Highway,1,0,0,58.9,0
2024-06-16,9,Morning Peak,Pallavaram,12.96959,80.14656,Clear,29.1,74.2,4.2,10.5,0.0,77,18.5,1,Industrial,1,0,0,66.3,1
2023-08-17,14,Afternoon,Kathipara,13.01635,80.20453,Clear,28.0,64.0,13.6,10.6,0.0,85,12.7,0,Urban,0,0,0,63.4,0
2022-06-12,22,Night,Ambattur,13.12319,80.16354,Clear,31.3,60.3,19.0,11.7,0.0,45,41.0,1,Coastal,1,0,0,43.1,0
2023-08-20,12,Afternoon,OMR IT Corridor,12.93151,80.21467,Light Rain,22.6,94.2,19.5,3.7,9.4,65,24.3,1,Urban,0,0,1,71.7,0
2023-12-25,15,Night,Manali,13.16784,80.26125,Clear,22.6,45.1,19.6,14.1,0.0,38,50.2,0,Industrial,1,0,0,36.7,0
2023-08-24,1,Early Morning,Tambaram,12.92028,80.13186,Clear,24.7,46.8,14.4,10.0,0.0,21,60.5,0,Urban,1,1,0,41.8,0
2023-07-08,5,Night,Tambaram,12.91799,80.12793,Light Rain,28.3,61.6,2.3,4.3,5.8,50,36.6,1,Flyover,1,0,0,60.0,0
2024-03-31,6,Night,Velachery,13.01057,80.22178,Clear,28.2,48.7,18.5,8.2,0.0,40,51.8,1,Industrial,1,0,0,51.3,0
2024-03-02,7,Night,Kathipara,13.00861,80.21328,Clear,30.8,72.2,12.9,6.6,0.0,63,31.8,1,Flyover,1,0,0,72.1,0
2023-02-06,7,Night,Manali,13.1692,80.25107,Fog,28.5,66.9,12.8,0.2,0.0,46,46.4,0,Arterial,1,0,0,46.4,0
2024-11-19,17,Evening Peak,Anna Salai,13.06532,80.25784,Thunderstorm,29.7,87.0,34.1,0.6,46.7,100,5.0,0,Industrial,1,0,1,99.0,1
2023-11-05,1,Early Morning,Anna Salai,13.06952,80.25478,Clear,23.9,66.1,4.5,13.5,0.0,34,53.2,1,Industrial,1,1,0,47.8,0
2024-02-03,6,Night,Pallavaram,12.96288,80.15407,Fog,26.0,71.7,4.4,1.0,0.0,50,50.3,1,Industrial,1,0,0,50.8,0
2024-09-19,6,Night,OMR IT Corridor,12.92411,80.21095,Clear,29.2,68.9,17.4,14.7,0.0,67,20.3,0,Highway,1,0,0,53.0,0
2023-04-24,10,Morning Peak,Adyar,13.01034,80.25257,Light Rain,31.9,82.5,13.9,5.5,5.4,100,5.0,0,Industrial,0,0,0,64.4,0
2024-07-29,0,Early Morning,Manali,13.15879,80.26065,Clear,25.7,65.7,7.7,8.0,0.0,3,79.6,0,Highway,1,1,0,31.9,0
2022-03-12,21,Night,Kathipara,13.01822,80.21066,Clear,36.0,74.0,12.7,9.1,0.0,71,25.8,1,Coastal,1,0,0,65.4,0
2022-09-17,3,Early Morning,Porur,13.04137,80.1591,Clear,24.9,48.7,4.0,6.7,0.0,31,50.6,1,Coastal,1,1,0,47.4,0
2024-10-31,4,Early Morning,Pallavaram,12.97151,80.14445,Clear,24.1,67.5,8.0,10.7,0.0,20,55.3,0,Urban,0,0,0,14.8,0
2022-01-07,20,Evening Peak,ECR,12.902,80.2617,Clear,28.2,72.0,6.0,13.9,0.0,42,44.9,0,Highway,1,0,0,38.0,0
2023-05-27,2,Early Morning,Porur,13.04044,80.14718,Clear,33.1,68.4,15.4,12.7,0.0,20,60.3,1,Arterial,0,1,0,22.3,0
2024-10-18,0,Early Morning,T Nagar,13.04868,80.22116,Fog,27.2,72.9,3.5,0.9,0.0,49,42.5,0,Arterial,0,0,0,49.3,0
2024-03-07,11,Afternoon,Poonamallee,13.04726,80.15587,Clear,33.3,51.7,6.1,14.4,0.0,26,49.0,0,Highway,1,0,0,27.7,0
2022-11-16,19,Evening Peak,OMR IT Corridor,12.93589,80.21526,Heavy Rain,28.8,85.4,14.3,0.7,20.0,100,5.0,0,Urban,1,1,1,99.0,1
2022-12-04,3,Early Morning,Pallavaram,12.96649,80.15317,Light Rain,26.7,88.5,14.5,4.6,2.5,28,55.7,1,Coastal,1,0,0,34.2,0
2022-03-24,4,Early Morning,T Nagar,13.03747,80.22807,Clear,25.0,54.1,9.5,7.4,0.0,21,65.7,0,Arterial,1,0,0,56.9,0
2024-06-17,17,Evening Peak,Pallavaram,12.95517,80.14237,Heavy Rain,24.8,73.7,26.5,0.7,29.2,100,5.0,0,Highway,0,0,1,99.0,1
2023-12-15,20,Evening Peak,T Nagar,13.04157,80.24069,Clear,28.2,70.6,16.8,6.0,0.0,100,5.0,0,Industrial,1,0,0,89.8,1
2024-05-04,23,Early Morning,Manali,13.16064,80.26024,Clear,34.2,67.2,2.2,7.0,0.0,24,59.1,1,Arterial,0,0,0,25.3,0
2024-05-06,6,Night,Koyambedu,13.0678,80.1904,Clear,28.2,58.6,3.9,13.4,0.0,37,61.1,0,Flyover,0,0,0,39.1,0
2023-03-08,23,Early Morning,T Nagar,13.04193,80.22676,Clear,27.7,72.3,12.4,14.6,0.0,35,50.2,0,Arterial,0,0,0,28.8,0
2023-05-24,23,Early Morning,ECR,12.91354,80.26219,Heavy Rain,30.0,62.0,8.0,1.9,19.7,-7,87.4,0,Coastal,0,0,1,47.0,0
2024-05-07,18,Evening Peak,Pallavaram,12.96928,80.14711,Clear,28.8,62.2,17.6,12.6,0.0,78,12.1,0,Highway,0,0,0,56.7,0
2024-10-16,6,Night,Pallavaram,12.97253,80.1581,Fog,29.0,93.1,11.6,0.9,0.0,48,42.9,0,Industrial,0,0,0,56.2,0
2023-04-25,20,Evening Peak,Adyar,13.00332,80.25205,Fog,40.6,69.0,9.7,0.4,0.0,100,5.8,0,Coastal,1,0,0,82.1,1
2024-05-24,20,Evening Peak,ECR,12.91196,80.24812,Clear,32.5,57.9,6.9,11.9,0.0,32,51.0,0,Coastal,1,1,0,40.3,0
2023-08-12,17,Evening Peak,Koyambedu,13.07351,80.19375,Light Rain,25.7,86.5,2.2,2.8,6.8,100,5.0,1,Industrial,1,1,0,93.1,1
2022-10-30,4,Early Morning,Velachery,13.00879,80.22453,Clear,31.1,45.7,15.3,10.5,0.0,17,61.1,1,Arterial,1,0,0,31.1,0
2023-08-08,21,Night,GST Road,12.96785,80.19967,Light Rain,29.3,80.8,5.3,3.0,2.9,53,42.9,0,Urban,1,1,0,67.7,1
2024-12-23,3,Early Morning,Manali,13.16228,80.25631,Thunderstorm,26.7,74.4,18.9,0.5,54.8,27,57.7,0,Industrial,1,0,1,90.8,1
2023-07-23,16,Night,T Nagar,13.05251,80.22615,Heavy Rain,26.0,90.1,27.3,0.5,31.0,77,17.2,1,Urban,0,0,1,99.0,1
2023-09-23,18,Evening Peak,Kathipara,13.01,80.21509,Fog,24.3,72.5,12.8,0.9,0.0,100,5.0,1,Arterial,1,0,0,99.0,0
2023-04-14,0,Early Morning,Anna Salai,13.06684,80.26343,Clear,36.6,73.3,13.5,9.4,0.0,34,58.3,0,Urban,1,0,0,36.1,0
2024-08-07,15,Night,Poonamallee,13.04337,80.14874,Clear,27.7,74.1,16.5,10.0,0.0,25,56.3,0,Highway,0,0,0,27.0,0
2023-10-16,12,Afternoon,Pallavaram,12.97144,80.14686,Clear,28.1,62.0,14.7,7.1,0.0,48,40.5,0,Arterial,1,0,0,54.2,0
2024-01-27,0,Early Morning,ECR,12.90605,80.25107,Fog,30.0,80.4,19.5,0.3,0.0,-2,84.6,1,Industrial,0,0,0,24.9,0
2023-12-25,5,Night,Kathipara,13.001,80.21032,Clear,29.0,53.0,3.1,6.5,0.0,56,40.8,0,Flyover,0,0,0,59.2,0
2023-04-24,10,Morning Peak,T Nagar,13.03775,80.22752,Clear,38.3,53.2,6.7,13.2,0.0,100,5.0,0,Coastal,1,0,0,78.8,1
2024-10-20,3,Early Morning,GST Road,12.97094,80.20793,Clear,26.1,74.1,7.0,10.8,0.0,43,53.4,1,Industrial,0,0,0,37.3,0
2024-08-22,11,Afternoon,Adyar,13.00197,80.24968,Clear,30.7,73.3,7.9,10.7,0.0,56,38.5,0,Flyover,0,0,0,42.4,0
2024-04-12,21,Night,OMR IT Corridor,12.92126,80.21711,Clear,32.5,45.8,16.5,10.2,0.0,44,41.7,0,Coastal,1,0,0,45.0,0
2024-07-14,11,Afternoon,Anna Salai,13.05887,80.25582,Thunderstorm,27.0,61.3,32.9,0.4,45.9,100,5.0,1,Highway,0,0,1,99.0,1
2023-09-23,6,Night,Manali,13.16785,80.25906,Heavy Rain,27.2,65.7,32.8,1.4,14.6,46,41.7,1,Arterial,0,0,0,59.1,0
2023-08-12,19,Evening Peak,Pallavaram,12.96813,80.14323,Thunderstorm,33.4,79.6,12.8,1.4,32.9,100,5.0,1,Urban,1,0,1,99.0,0
2022-11-18,6,Night,Kathipara,13.01128,80.21057,Clear,21.9,64.0,17.8,13.4,0.0,60,38.3,0,Flyover,0,0,0,44.5,0
2024-06-03,12,Afternoon,Anna Salai,13.06265,80.25408,Clear,28.9,66.1,5.4,7.3,0.0,88,16.6,0,Flyover,1,0,0,79.0,0
2022-11-24,11,Afternoon,Porur,13.04015,80.15278,Heavy Rain,26.7,81.2,12.0,0.9,25.7,82,10.5,0,Arterial,1,1,1,99.0,0
2024-09-12,22,Night,Anna Salai,13.07538,80.2599,Clear,26.4,48.2,5.5,10.4,0.0,72,24.7,0,Urban,0,0,0,52.1,0
2024-06-07,12,Afternoon,ECR,12.8994,80.25577,Clear,25.6,55.1,4.3,9.3,0.0,23,66.9,0,Arterial,1,0,0,35.0,0
2024-05-15,10,Morning Peak,T Nagar,13.04279,80.23379,Clear,32.1,54.2,6.9,14.4,0.0,100,5.0,0,Flyover,0,0,0,51.6,0
2023-07-29,23,Early Morning,Kathipara,13.00114,80.20777,Thunderstorm,31.7,84.0,12.4,1.1,30.2,56,40.6,1,Arterial,1,0,1,99.0,1
2023-12-19,7,Night,Anna Salai,13.06809,80.26302,Clear,32.3,53.4,14.5,14.9,0.0,59,34.4,0,Industrial,0,0,0,48.0,0
2024-10-05,12,Afternoon,OMR IT Corridor,12.9329,80.21075,Clear,28.4,62.7,7.1,12.7,0.0,52,41.0,1,Industrial,0,0,0,39.9,0
2024-04-15,5,Night,Adyar,13.00174,80.24856,Clear,31.0,61.7,14.0,8.5,0.0,45,39.8,0,Highway,0,1,0,37.3,0
2024-12-10,9,Morning Peak,Ambattur,13.11502,80.15399,Clear,35.3,64.5,15.7,9.3,0.0,69,24.4,0,Urban,0,0,0,49.9,0
2023-04-25,3,Early Morning,Anna Salai,13.07198,80.25757,Thunderstorm,33.5,92.6,28.3,0.3,32.3,81,8.6,0,Arterial,1,0,1,99.0,1
2022-04-29,7,Night,Adyar,13.00518,80.25322,Clear,29.8,59.3,17.0,12.5,0.0,37,48.0,0,Coastal,1,0,0,38.3,0
2022-10-25,17,Evening Peak,Poonamallee,13.05477,80.15288,Heavy Rain,28.3,65.1,5.9,1.7,36.0,74,25.8,0,Coastal,1,0,1,99.0,1
2024-12-08,7,Night,ECR,12.89739,80.25903,Clear,30.0,63.9,19.0,11.4,0.0,12,80.6,1,Urban,1,0,0,28.8,0
2022-01-25,12,Afternoon,Ambattur,13.10854,80.16109,Clear,28.2,50.5,15.7,11.5,0.0,58,27.1,0,Industrial,0,1,0,43.4,0
2022-10-21,10,Morning Peak,T Nagar,13.04982,80.23649,Heavy Rain,29.1,73.2,30.6,1.5,20.4,100,5.1,0,Coastal,0,0,1,99.0,0
2023-05-03,1,Early Morning,Ambattur,13.11315,80.1525,Clear,29.8,74.7,16.9,6.4,0.0,27,53.8,0,Highway,0,0,0,31.6,0
2023-11-19,8,Morning Peak,Adyar,13.01269,80.2647,Clear,31.3,74.8,6.1,14.6,0.0,76,11.3,1,Flyover,0,0,0,45.3,0
2023-11-25,15,Night,ECR,12.90638,80.249,Thunderstorm,26.3,86.9,19.2,0.9,28.1,31,51.5,1,Industrial,1,0,1,74.8,0
2023-03-27,10,Morning Peak,Tambaram,12.92204,80.13222,Clear,26.3,70.1,9.3,12.2,0.0,78,19.0,0,Arterial,1,0,0,67.7,1
2023-05-17,1,Early Morning,Adyar,13.00174,80.25888,Clear,36.0,50.8,17.5,6.5,0.0,21,57.5,0,Flyover,0,0,0,29.5,0
2022-01-21,0,Early Morning,Porur,13.03059,80.154,Light Rain,28.7,71.1,5.0,3.3,6.0,35,50.4,0,Highway,0,0,0,45.1,0
2024-01-30,11,Afternoon,Poonamallee,13.04502,80.14849,Clear,28.9,54.0,15.7,9.8,0.0,29,59.6,0,Urban,0,0,0,20.2,0
2022-11-29,23,Early Morning,Porur,13.04148,80.1648,Thunderstorm,29.8,71.6,25.5,0.3,30.6,48,42.0,0,Highway,1,0,1,99.0,1
2023-04-03,21,Night,Porur,13.0385,80.15819,Clear,31.7,61.5,7.8,9.5,0.0,55,44.0,0,Arterial,0,0,0,32.7,0
2023-10-24,21,Night,Velachery,13.00428,80.22383,Clear,27.0,48.1,18.2,7.4,0.0,48,35.8,0,Flyover,1,0,0,55.7,0
2024-02-23,0,Early Morning,Ambattur,13.11228,80.15839,Clear,27.1,71.6,13.6,9.1,0.0,17,54.7,0,Coastal,0,0,0,16.0,0
2024-11-17,18,Evening Peak,Pallavaram,12.96187,80.14694,Fog,28.1,73.5,7.1,0.6,0.0,100,5.0,1,Coastal,1,0,0,83.1,1
2022-04-24,20,Evening Peak,Pallavaram,12.96502,80.14988,Clear,28.9,74.3,11.1,11.2,0.0,85,11.9,1,Urban,0,1,0,57.6,0
2024-06-26,15,Night,Adyar,13.01027,80.25631,Clear,29.4,74.5,9.3,12.9,0.0,26,60.5,0,Arterial,1,0,0,36.5,0
2022-05-07,4,Early Morning,Porur,13.04011,80.16403,Clear,29.6,65.7,10.7,7.1,0.0,21,64.0,1,Coastal,1,0,0,45.1,0
2022-09-11,0,Early Morning,Velachery,13.00274,80.22095,Clear,26.1,71.8,13.8,6.5,0.0,9,78.0,1,Urban,0,1,0,34.4,0
2024-02-16,23,Early Morning,Adyar,13.0072,80.25334,Clear,27.9,63.5,11.0,10.9,0.0,25,53.6,0,Industrial,0,1,0,23.4,0
2023-11-29,7,Night,Porur,13.03371,80.15459,Clear,26.5,54.8,5.0,10.4,0.0,43,47.8,0,Flyover,0,0,0,35.8,0
2022-03-18,15,Night,Pallavaram,12.972,80.15185,Clear,32.6,54.2,8.7,8.2,0.0,32,53.9,0,Flyover,0,0,0,32.9,0
2023-03-15,2,Early Morning,Ambattur,13.11238,80.15735,Clear,30.2,67.4,5.3,14.2,0.0,4,77.0,0,Coastal,1,0,0,29.0,0
2023-04-26,8,Morning Peak,ECR,12.9053,80.25824,Heavy Rain,35.0,86.9,22.5,1.4,29.6,39,53.0,0,Urban,0,0,1,81.3,1
2024-08-02,6,Night,Ambattur,13.11562,80.14784,Thunderstorm,22.9,79.0,22.8,0.5,58.8,78,18.1,0,Coastal,1,0,1,99.0,1
2022-12-16,2,Early Morning,Poonamallee,13.04002,80.14108,Fog,28.6,85.1,18.9,0.2,0.0,32,55.9,0,Urban,1,1,0,37.6,0
2023-07-31,11,Afternoon,OMR IT Corridor,12.9216,80.21971,Fog,25.7,61.7,14.6,0.5,0.0,90,11.2,0,Urban,0,0,0,66.4,0
2022-01-22,4,Early Morning,Kathipara,13.00506,80.20961,Heavy Rain,31.1,84.6,17.8,1.6,20.5,59,32.5,1,Urban,1,0,1,99.0,1
2022-07-09,5,Night,Ambattur,13.12217,80.15585,Light Rain,25.3,76.4,3.5,5.1,5.3,41,39.9,1,Coastal,1,0,0,55.7,0
2023-10-17,21,Night,Kathipara,13.0062,80.21264,Fog,31.8,76.0,18.0,1.0,0.0,99,8.6,0,Coastal,0,0,0,71.7,0
2024-08-20,10,Morning Peak,ECR,12.90458,80.24942,Fog,23.3,65.7,19.4,0.4,0.0,26,64.6,0,Coastal,1,0,0,59.5,0
2023-05-27,4,Early Morning,Tambaram,12.92125,80.11783,Heavy Rain,34.3,90.0,5.4,1.1,21.6,52,44.3,1,Flyover,1,0,1,88.4,1
